dialogue_id,utterance_id,label_id,label,context_text_raw
0,0,0,neutral,"<s></s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.</s>THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,1,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.</s>THE INTERVIEWER: You must’ve had your hands full.</s>CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,2,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.</s>CHANDLER: That I did. That I did.</s>THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,3,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.</s>THE INTERVIEWER: So let’s talk a little bit about your duties.</s>CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,4,4,surprise,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.</s>CHANDLER: My duties?  All right.</s>THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,5,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.</s>THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.</s>CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,6,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.</s>CHANDLER: I see.</s>THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,7,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.</s>THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.</s>CHANDLER: Good to know.THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,8,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.</s>CHANDLER: Good to know.</s>THE INTERVIEWER: We can go into detailCHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
0,9,0,neutral,"<s>CHANDLER: also I was the point person on my company’s transition from the KL-5 to GR-6 system.THE INTERVIEWER: You must’ve had your hands full.CHANDLER: That I did. That I did.THE INTERVIEWER: So let’s talk a little bit about your duties.CHANDLER: My duties?  All right.THE INTERVIEWER: Now you’ll be heading a whole division, so you’ll have a lot of duties.CHANDLER: I see.THE INTERVIEWER: But there’ll be perhaps 30 people under you so you can dump a certain amount on them.CHANDLER: Good to know.</s>THE INTERVIEWER: We can go into detail</s>CHANDLER: No don’t I beg of you!THE INTERVIEWER: All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.CHANDLER: Really?!THE INTERVIEWER: Absolutely.  You can relax"
