dialogue_id,utterance_id,label_id,label,context_text_raw
Ses01F_impro01,Ses01F_impro01_F000,0,neutral,"<s> </s> MARY: Excuse me. </s> JAMES: Do you have your forms? MARY: Yeah. JAMES: Let me see them. MARY: Is there a problem? JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_M000,1,frustration,"<s> MARY: Excuse me. </s> JAMES: Do you have your forms? </s> MARY: Yeah. JAMES: Let me see them. MARY: Is there a problem? JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_F001,0,neutral,"<s> MARY: Excuse me. JAMES: Do you have your forms? </s> MARY: Yeah. </s> JAMES: Let me see them. MARY: Is there a problem? JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_M001,1,frustration,"<s> MARY: Excuse me. JAMES: Do you have your forms? MARY: Yeah. </s> JAMES: Let me see them. </s> MARY: Is there a problem? JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_F002,0,neutral,"<s> MARY: Excuse me. JAMES: Do you have your forms? MARY: Yeah. JAMES: Let me see them. </s> MARY: Is there a problem? </s> JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_M002,1,frustration,"<s> MARY: Excuse me. JAMES: Do you have your forms? MARY: Yeah. JAMES: Let me see them. MARY: Is there a problem? </s> JAMES: Who told you to get in this line? </s> JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_M003,1,frustration,"<s> MARY: Excuse me. JAMES: Do you have your forms? MARY: Yeah. JAMES: Let me see them. MARY: Is there a problem? JAMES: Who told you to get in this line? </s> JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. </s> JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_M004,1,frustration,"<s> MARY: Excuse me. JAMES: Do you have your forms? MARY: Yeah. JAMES: Let me see them. MARY: Is there a problem? JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. </s> JAMES: This form is a Z.X.four. </s> MARY: Well what's the problem? Let me change it. JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_F005,0,neutral,"<s> MARY: Excuse me. JAMES: Do you have your forms? MARY: Yeah. JAMES: Let me see them. MARY: Is there a problem? JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. </s> MARY: Well what's the problem? Let me change it. </s> JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
Ses01F_impro01,Ses01F_impro01_M005,1,frustration,"<s> MARY: Excuse me. JAMES: Do you have your forms? MARY: Yeah. JAMES: Let me see them. MARY: Is there a problem? JAMES: Who told you to get in this line? JAMES: Okay. But I didn't tell you to get in this line if you are filling out this particular form. JAMES: This form is a Z.X.four. MARY: Well what's the problem? Let me change it. </s> JAMES: You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID. </s> MARY: What? I'm getting an ID. This is why I'm here. My wallet was stolen. JAMES: No. I need another set of ID to prove this is actually you. MARY: How am I supposed to get an ID without an ID? How does a person get an ID in the first place? JAMES: I don't know. But I need an ID to pass this form along. I can't just send it along without an ID. MARY: I'm here to get an ID. JAMES: No. I need another ID, a separate one. MARY: Like what? Like a birth certificate? JAMES: A birth certificate, a passport...a student ID; didn't you go to school? Anything? JAMES: Yeah. We keep it on file, but we need an ID to access that file. MARY: Yes but my wallet was stolen, I don't have anything. I don't have any credit cards, I don't have my ID. Don't you have things on file here? JAMES: I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID. MARY: That's out of control. MARY: How long have you been working here? JAMES: Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back. MARY: Clearly. You know, do you have like a supervisor or something? MARY: That would - I would appreciate that. Yeah."
